FullDate, Year, Month, DATE, Acrodictys, Agrocybe, Algae, Alternaria, Arthimium, Ascomycetes, Asperisporium, Basidiomycetes, Beltrania, Botrytis, Cercospora, Cladosporium, Curvularia, *D. conidia/hyphae, Dendryphiella, Drechslera/Helmintho., Dichotomophthora, Diplococcum, Epicoccum, Fusariella, Ganoderma, Helicomina, Microsporum, Misc. Fungus (Hyaline), Monodictys, Myxomycete/Smut, Nigrospora, Penicillium/Aspergillus, Periconia, Pestalotiopsis, Pithomyces, Powdery Mildew, Pseudocercospora, Puccinia, Rust, Spegazinia, Stemphyllium, Tetrapola, Tilletia, Torula
12/8/2016,2016,12,8, NA, NA, NA,10, NA,2199, NA,868, NA, NA,2,1581,4, NA, NA,12, NA, NA, NA, NA, NA, NA, NA, NA, NA,131,16, NA, NA, NA, NA, NA, NA, NA,2,2, NA, NA, NA, NA
12/9/2016,2016,12,9, NA, NA,120,12, NA,1719, NA,392, NA, NA,12,1091, NA, NA, NA,10, NA, NA,6, NA, NA, NA, NA, NA, NA,85,10,99, NA, NA,2, NA, NA, NA,4, NA, NA,2, NA,2
12/12/2016,2016,12,12, NA, NA,32, NA, NA,2490, NA,364, NA, NA,4,820,8, NA, NA,6, NA, NA, NA, NA, NA, NA, NA, NA, NA,62, NA, NA,12, NA,2, NA, NA, NA, NA,2, NA, NA, NA, NA
12/13/2016,2016,12,13, NA, NA, NA,10, NA,1820, NA,481, NA, NA,90,1990,14, NA, NA,26, NA, NA,2, NA, NA, NA, NA, NA, NA,113,20,56,10, NA,4, NA, NA, NA,8,4, NA, NA, NA, NA
12/14/2016,2016,12,14, NA, NA,24,14, NA,850, NA,534, NA, NA,46,4228,68, NA, NA,36, NA, NA,12, NA, NA, NA, NA, NA, NA,178,28,267,20, NA,2,12, NA, NA,18,4, NA, NA, NA,2
12/15/2016,2016,12,15, NA, NA,32,20, NA,615, NA,785, NA, NA,28,3819,50, NA, NA,32, NA, NA, NA, NA, NA, NA, NA, NA, NA,111,18,117,20, NA,2, NA, NA, NA,16, NA, NA, NA, NA, NA
12/16/2016,2016,12,16, NA, NA,16,12, NA,441, NA,307, NA, NA,12,3102,16, NA, NA,6, NA, NA, NA, NA, NA, NA, NA, NA, NA,99,10,30,6, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
12/19/2016,2016,12,19, NA, NA,120,30, NA,283, NA,259, NA, NA,4,1142,18, NA, NA,22, NA, NA,6, NA, NA, NA, NA, NA, NA,200,12,210,2, NA,4, NA, NA, NA,14, NA,4,6, NA,12
12/20/2016,2016,12,20, NA, NA,97,10, NA,261, NA,243, NA, NA, NA,988,10, NA, NA,14, NA, NA,4, NA, NA, NA, NA, NA, NA,90,8,319,2, NA, NA, NA, NA, NA, NA,2, NA, NA, NA, NA
12/21/2016,2016,12,21, NA, NA,16,12, NA,293, NA,155, NA, NA, NA,1030,38, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA,83,20,40,2, NA,6, NA, NA, NA,8,4, NA,4, NA, NA
12/22/2016,2016,12,22, NA, NA, NA,8, NA,524, NA,212, NA, NA, NA,898,22, NA, NA,6, NA, NA,4, NA, NA, NA, NA, NA, NA,42,10,66, NA, NA,4, NA, NA, NA,2, NA, NA, NA, NA, NA
12/27/2016,2016,12,27, NA, NA, NA,16, NA,372, NA,220, NA, NA,52,1393,44, NA, NA,12, NA, NA,4, NA, NA, NA, NA, NA, NA,186,30,44,20, NA, NA, NA, NA, NA, NA, NA, NA,4, NA, NA
12/28/2016,2016,12,28, NA, NA, NA,6, NA,623, NA,447, NA, NA,24,1429,20, NA, NA,72, NA, NA,4, NA, NA, NA, NA, NA, NA,271,40,40,8, NA,4, NA, NA, NA, NA, NA, NA,2, NA, NA
12/29/2016,2016,12,29, NA, NA, NA,160, NA,1395, NA,899, NA, NA,125,6034,52, NA, NA,76, NA, NA,22, NA, NA, NA, NA, NA, NA,619,70,364,50, NA,8,6, NA, NA,18,10,2,8, NA,16
12/30/2016,2016,12,30, NA, NA,20,108, NA,2324, NA,912, NA, NA,96,4632,66, NA, NA,55, NA, NA,14, NA, NA, NA, NA, NA, NA,302,30,216,22, NA,10, NA, NA, NA,20, NA,4,2, NA, NA
11/1/2016,2016,11,1, NA, NA,32,4, NA,911, NA,427, NA, NA,137,3831,109, NA, NA,12, NA, NA, NA, NA, NA, NA, NA, NA, NA,380,113,83,12, NA,4, NA, NA, NA,30,4,8, NA,4, NA
11/2/2016,2016,11,2, NA, NA, NA,10, NA,510, NA,133, NA, NA,56,5892,123, NA, NA,16, NA, NA, NA, NA, NA, NA, NA, NA, NA,362,56, NA,10, NA,8, NA, NA, NA,32,4,4, NA, NA,2
11/3/2016,2016,11,3, NA, NA,72,6, NA,1349, NA,421, NA, NA,12,3653,78, NA, NA,22, NA, NA, NA, NA, NA, NA, NA, NA, NA,159,60,170,6, NA, NA, NA, NA, NA,6,4, NA,2, NA, NA
11/4/2016,2016,11,4, NA, NA, NA,2, NA,1429, NA,372, NA, NA,56,3596,390, NA, NA,42, NA, NA, NA, NA, NA, NA, NA, NA, NA,228,30,52,8, NA, NA, NA, NA, NA,4, NA, NA,2, NA, NA
11/7/2016,2016,11,7, NA, NA, NA,16, NA,2102, NA,318, NA, NA,88,2310,42, NA, NA,32, NA, NA, NA, NA, NA, NA, NA, NA, NA,6,10,114,18, NA,10,4, NA, NA, NA,2, NA,2, NA,4
11/8/2016,2016,11,8, NA, NA,6,20, NA,1792, NA,406, NA, NA,22,1026,44, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA,76,18, NA,10, NA,2, NA, NA, NA, NA, NA, NA, NA, NA, NA
11/9/2016,2016,11,9, NA, NA,20,4, NA,1116, NA,406, NA, NA,100,2238,34, NA, NA,32, NA, NA, NA, NA, NA, NA, NA, NA, NA,36,6, NA,18, NA,10, NA, NA, NA,2,10,2, NA, NA, NA
11/10/2016,2016,11,10, NA, NA,28,22, NA,2686, NA,316, NA, NA,114,1728,72, NA, NA,40, NA, NA, NA, NA, NA, NA, NA, NA, NA,16,16,276, NA, NA,2, NA, NA, NA,12, NA, NA, NA, NA, NA
11/14/2016,2016,11,14, NA, NA, NA,24, NA,1125, NA,270, NA, NA,162,2193,21, NA, NA,18, NA, NA, NA, NA, NA, NA, NA, NA, NA,63, NA,48,30, NA,2, NA, NA, NA,10, NA, NA, NA, NA,2
11/15/2016,2016,11,15, NA, NA,66,82, NA,2818, NA,716, NA, NA,124,1632,148, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,316, NA,228,54, NA,4, NA, NA, NA,8, NA, NA, NA, NA,14
11/16/2016,2016,11,16, NA, NA,25,66, NA,3079, NA,790, NA, NA,124,1378,62, NA, NA,48, NA, NA,10, NA, NA, NA, NA, NA, NA,142, NA,152,52, NA,18, NA, NA, NA,8, NA, NA, NA, NA,4
11/17/2016,2016,11,17, NA, NA,30,62, NA,2140, NA,635, NA, NA,302,3606,36, NA, NA,26, NA, NA,20, NA, NA, NA, NA, NA, NA,212, NA,680,40, NA,4, NA, NA, NA,10, NA,14,16, NA, NA
11/18/2016,2016,11,18, NA, NA,54,80, NA,2498, NA,716, NA, NA,214,2812,126, NA, NA,44, NA, NA,10, NA, NA, NA, NA, NA, NA,92, NA,332,18, NA,16, NA, NA, NA,8, NA,4, NA, NA,2
11/21/2016,2016,11,21, NA, NA, NA,18, NA,1017, NA,96, NA, NA,4,892,24, NA, NA,10, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA,36,2, NA,8, NA, NA, NA,6, NA, NA, NA, NA,12
11/22/2016,2016,11,22, NA, NA, NA,18, NA,964, NA,268, NA, NA,34,624,16, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,46, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
11/23/2016,2016,11,23, NA, NA, NA,6, NA,1792, NA,468, NA, NA,66,1002,18, NA, NA,12, NA, NA,6, NA, NA, NA, NA, NA, NA, NA, NA,50, NA, NA,14, NA, NA, NA,8,2, NA,2, NA,10
11/28/2016,2016,11,28, NA, NA, NA,28, NA,607, NA,218, NA, NA,60,3199,20, NA, NA,28, NA, NA,6, NA, NA, NA, NA, NA, NA,208,20,113, NA, NA,6, NA, NA, NA,26, NA, NA, NA, NA,8
11/29/2016,2016,11,29, NA, NA,46,20, NA,1584, NA,146, NA, NA,98,1222,12, NA, NA,14, NA, NA, NA, NA, NA, NA, NA, NA, NA,36, NA, NA, NA, NA,4, NA, NA, NA,8, NA,10, NA, NA,2
11/30/2016,2016,11,30, NA, NA,99,96, NA,2958, NA,660, NA, NA,128,3416,108, NA, NA,42, NA, NA, NA, NA, NA, NA, NA, NA, NA,136,22,216, NA, NA,8, NA, NA, NA,12, NA, NA, NA, NA,22
10/3/2016,2016,10,3, NA, NA, NA,48, NA,1392, NA,504, NA, NA,249,2934,90, NA, NA,42, NA, NA,6, NA, NA, NA, NA, NA, NA,114,24,60,36, NA,12, NA, NA, NA, NA,9, NA, NA, NA,36
10/4/2016,2016,10,4, NA, NA, NA,16, NA,2644, NA,595, NA, NA,119,3025,115, NA, NA,26, NA, NA,2, NA, NA, NA, NA, NA, NA,263,16,243,4, NA,10, NA, NA, NA,16,6, NA,4, NA,22
10/5/2016,2016,10,5, NA, NA,40,6, NA,776, NA,182, NA, NA,22,1044,120, NA, NA,24, NA, NA, NA, NA, NA, NA, NA, NA, NA,129,14,208,2, NA, NA, NA, NA, NA,10,2, NA, NA, NA,16
10/6/2016,2016,10,6, NA, NA,20,4, NA,822, NA,139, NA, NA,24,1028,95, NA, NA,6, NA, NA, NA, NA, NA, NA, NA, NA, NA,137,30,44, NA, NA, NA, NA, NA, NA,6, NA, NA, NA, NA, NA
10/7/2016,2016,10,7, NA, NA, NA,2, NA,2016, NA,425, NA, NA,44,1239,40, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA,30,2, NA,2, NA, NA, NA, NA, NA, NA,4, NA, NA, NA, NA
10/10/2016,2016,10,10, NA, NA,48,40, NA,2598, NA,660, NA, NA,413,3122,105, NA, NA,20, NA, NA,24, NA, NA, NA, NA, NA, NA,554,28,569,46, NA,10, NA, NA, NA,14,12, NA, NA, NA,40
10/11/2016,2016,10,11, NA, NA,24,16, NA,2205, NA,593, NA, NA,109,2326,271, NA, NA,16, NA, NA,2, NA, NA, NA, NA, NA, NA,380,40,151,14, NA,12,8, NA, NA,18,10, NA,2, NA,22
10/12/2016,2016,10,12, NA, NA,24,6, NA,4924, NA,348, NA, NA,16,1117,12, NA, NA,6, NA, NA, NA, NA, NA, NA, NA, NA, NA,61,24,299,2, NA,2,6, NA, NA,4, NA, NA, NA, NA, NA
10/13/2016,2016,10,13, NA, NA, NA,6, NA,1579, NA,413, NA, NA,127,3572,311, NA, NA,20, NA, NA,2, NA, NA, NA, NA, NA, NA,119,42,60,6, NA,6, NA, NA, NA, NA,6, NA, NA, NA, NA
10/14/2016,2016,10,14, NA, NA,40,8, NA,1085, NA,291, NA, NA,139,5119,200, NA, NA,22, NA, NA, NA, NA, NA, NA, NA, NA, NA,83,54,80,10, NA,4,2, NA, NA,10,4,2,4, NA, NA
10/17/2016,2016,10,17, NA, NA,80,18, NA,2000, NA,720, NA, NA,119,5305,143, NA, NA,38, NA, NA, NA, NA, NA, NA, NA, NA, NA,210,103,623,14, NA,6, NA, NA, NA,4,2,2,2, NA,2
10/18/2016,2016,10,18, NA, NA,56,20, NA,1597, NA,822, NA, NA,243,5854,498, NA, NA,40, NA, NA,4, NA, NA, NA, NA, NA, NA,514,151,255,32, NA,6, NA, NA, NA,8, NA, NA,4, NA, NA
10/19/2016,2016,10,19, NA, NA, NA,22, NA,2583, NA,680, NA, NA,109,4361,180, NA, NA,38, NA, NA, NA, NA, NA, NA, NA, NA, NA,267,71,978,12, NA,2,8, NA, NA,16,4, NA,2, NA,2
10/20/2016,2016,10,20, NA, NA,16,8, NA,1709, NA,534, NA, NA,180,4689,240, NA, NA,44, NA, NA, NA, NA, NA, NA, NA, NA, NA,228,64,99,8, NA,4,4, NA, NA,12,2, NA,6, NA,2
10/21/2016,2016,10,21, NA, NA,105,121, NA,3015, NA,1158, NA, NA,174,4519,113, NA, NA,64, NA, NA,24, NA, NA, NA, NA, NA, NA,599,101,990,26, NA,16,6, NA, NA,18,8, NA, NA, NA,32
10/24/2016,2016,10,24, NA, NA,18,26, NA,1020, NA,299, NA, NA,153,3920,46, NA, NA,4, NA, NA,6, NA, NA, NA, NA, NA, NA,168,52,104,12, NA,2, NA, NA, NA,8,8, NA, NA, NA,2
10/25/2016,2016,10,25, NA, NA, NA,4, NA,1225, NA,573, NA, NA,36,3045,52, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA,129,40,42, NA, NA, NA, NA, NA, NA,8, NA, NA, NA, NA,6
10/26/2016,2016,10,26, NA, NA, NA,4, NA,882, NA,382, NA, NA,42,2600,186, NA, NA,24, NA, NA, NA, NA, NA, NA, NA, NA, NA,151,71,58,18, NA,4, NA, NA, NA,22,4, NA, NA, NA,2
10/27/2016,2016,10,27, NA, NA, NA,12, NA,903, NA,483, NA, NA,48,2812,190, NA, NA,28, NA, NA, NA, NA, NA, NA, NA, NA, NA,153,44,107,4, NA, NA,2, NA, NA,14,4, NA, NA, NA,6
10/28/2016,2016,10,28, NA, NA, NA,16, NA,988, NA,289, NA, NA,80,3003,240, NA, NA,20, NA, NA, NA, NA, NA, NA, NA, NA, NA,196,34,42,10, NA,4,2, NA, NA,12,2, NA,6, NA,6
10/31/2016,2016,10,31, NA, NA,32,10, NA,1214, NA,316, NA, NA,28,2852,182, NA, NA,18, NA, NA,2, NA, NA, NA, NA, NA, NA,244,10,98,4, NA,10, NA, NA, NA,4, NA, NA, NA, NA,2
9/1/2016,2016,9,1, NA, NA,24,4, NA,5568, NA,1902, NA, NA,104, NA,69, NA, NA,9, NA, NA, NA, NA, NA, NA, NA, NA, NA,50, NA,33,30, NA, NA, NA, NA, NA, NA,4, NA, NA, NA, NA
9/2/2016,2016,9,2, NA, NA, NA,10, NA,3956, NA,1108, NA, NA,162, NA,102, NA, NA,22, NA, NA, NA, NA, NA, NA, NA, NA, NA,168, NA,222,20, NA,6, NA, NA, NA, NA, NA, NA, NA, NA, NA
9/6/2016,2016,9,6, NA, NA,16,6, NA,1748, NA,684, NA, NA,144, NA,136, NA, NA,22, NA, NA, NA, NA, NA, NA, NA, NA, NA,28, NA,124,20, NA,6, NA, NA, NA,10, NA, NA, NA, NA, NA
9/7/2016,2016,9,7, NA, NA,58,16, NA,3140, NA,982, NA, NA,88, NA,102, NA, NA,6, NA, NA, NA, NA, NA, NA, NA, NA, NA,64, NA,154,18, NA,2, NA, NA, NA,10, NA, NA, NA, NA,8
9/8/2016,2016,9,8, NA, NA,22,4, NA,2816, NA,618, NA, NA,50, NA,112, NA, NA,2, NA, NA, NA, NA, NA, NA, NA, NA, NA,36, NA,16,14, NA,2, NA, NA, NA, NA, NA, NA, NA, NA, NA
9/9/2016,2016,9,9, NA, NA,28,4, NA,1692, NA,662, NA, NA,96, NA,148, NA, NA,32, NA, NA, NA, NA, NA, NA, NA, NA, NA,114, NA,198,6, NA,2, NA, NA, NA, NA, NA, NA, NA, NA,4
9/12/2016,2016,9,12, NA, NA,52,8, NA,3217, NA,791, NA, NA,110, NA,112, NA, NA,18, NA, NA, NA, NA, NA, NA, NA, NA, NA,210, NA,285,10, NA,12, NA, NA, NA, NA, NA, NA, NA, NA, NA
9/13/2016,2016,9,13, NA, NA, NA,16, NA,3248, NA,854, NA, NA,10, NA,96, NA, NA,32, NA, NA, NA, NA, NA, NA, NA, NA, NA,66, NA,114, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA
9/14/2016,2016,9,14, NA, NA, NA, NA, NA,3910, NA,620, NA, NA,40, NA,82, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,130, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
9/15/2016,2016,9,15, NA, NA,62,16, NA,4610, NA,564, NA, NA,134, NA,1160, NA, NA,32, NA, NA, NA, NA, NA, NA, NA, NA, NA,72, NA,50, NA, NA,50, NA, NA, NA, NA, NA,4, NA, NA, NA
9/16/2016,2016,9,16, NA, NA,36,38, NA,5602, NA,396, NA, NA,166, NA,132, NA, NA,40, NA, NA, NA, NA, NA, NA, NA, NA, NA,224, NA,204,48, NA,8,2, NA, NA, NA, NA, NA, NA, NA,12
9/19/2016,2016,9,19, NA, NA, NA,20, NA,2890, NA,210, NA, NA,42, NA,166, NA, NA,36, NA, NA, NA, NA, NA, NA, NA, NA, NA,26, NA, NA,18, NA,2, NA, NA, NA,10,2, NA,2, NA,4
9/20/2016,2016,9,20, NA, NA,4,6, NA,1540, NA,198, NA, NA,118, NA,124, NA, NA,36, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,18, NA,10, NA, NA, NA, NA, NA, NA, NA, NA,2
9/21/2016,2016,9,21, NA, NA, NA,6, NA,2264, NA,516, NA, NA,48, NA, NA, NA, NA,54, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,66,20, NA,8, NA, NA, NA, NA,2,6,2, NA,10
9/22/2016,2016,9,22, NA, NA, NA,30, NA,2620, NA,618, NA, NA,132, NA,156, NA, NA,48, NA, NA, NA, NA, NA, NA, NA, NA, NA,114, NA,360,54, NA,12, NA, NA, NA, NA, NA, NA, NA, NA,14
9/23/2016,2016,9,23, NA, NA,16,28, NA,2317, NA,2116, NA, NA,32, NA,114, NA, NA,10, NA, NA, NA, NA, NA, NA, NA, NA, NA,82,6,198,22, NA,8, NA, NA, NA, NA,4, NA, NA, NA, NA
9/26/2016,2016,9,26, NA, NA, NA,14, NA,3986, NA,660, NA, NA,88, NA,122, NA, NA,32, NA, NA, NA, NA, NA, NA, NA, NA, NA,64,20,208,18, NA,10,4, NA, NA, NA, NA, NA, NA, NA,16
9/27/2016,2016,9,27, NA, NA,36,14, NA,3119, NA,772, NA, NA,118, NA,165, NA, NA,16, NA, NA, NA, NA, NA, NA, NA, NA, NA,60,10,68,36, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA
9/28/2016,2016,9,28, NA, NA,20,31, NA,4008, NA,1003, NA, NA,202, NA,96, NA, NA,42, NA, NA, NA, NA, NA, NA, NA, NA, NA,226,20,53,86, NA,4, NA, NA, NA, NA, NA, NA, NA, NA,12
9/29/2016,2016,9,29, NA, NA,18,108, NA,5024, NA, NA, NA, NA,263, NA,198, NA, NA,42, NA, NA, NA, NA, NA, NA, NA, NA, NA,222, NA,54,48, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,42
9/30/2016,2016,9,30, NA, NA, NA,98, NA,3692, NA,820, NA, NA,182, NA,216, NA, NA,50, NA, NA, NA, NA, NA, NA, NA, NA, NA,184, NA,156,44, NA,8, NA, NA, NA,4,4, NA,2, NA,22
8/1/2016,2016,8,1, NA, NA, NA,16, NA,1302, NA,270, NA, NA,129,1542,66, NA, NA,12, NA, NA,32, NA, NA, NA, NA, NA, NA,42, NA,128,20, NA, NA, NA, NA, NA, NA, NA,4, NA, NA, NA
8/2/2016,2016,8,2, NA, NA,56,62, NA,2010, NA,680, NA, NA,84,916,118, NA, NA,30, NA, NA,10, NA, NA, NA, NA, NA, NA,32,28, NA,40, NA,6,4, NA, NA, NA, NA, NA,2, NA,4
8/3/2016,2016,8,3, NA, NA, NA,18, NA,3112, NA,208, NA, NA,121,2360,66, NA, NA,8, NA, NA,4, NA, NA, NA, NA, NA, NA,117,16,62,46, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA
8/4/2016,2016,8,4, NA, NA, NA,116, NA,4618, NA,508, NA, NA,176,2210,310, NA, NA,52, NA, NA, NA, NA, NA, NA, NA, NA, NA,100, NA,342,80, NA, NA, NA, NA, NA,4,2,4, NA, NA,6
8/5/2016,2016,8,5, NA, NA, NA,32, NA,3412, NA,418, NA, NA,96,1792,106, NA, NA,22, NA, NA, NA, NA, NA, NA, NA, NA, NA,118,16,184,22, NA,4, NA, NA, NA,2, NA, NA, NA, NA,10
8/8/2016,2016,8,8, NA, NA, NA,16, NA,2020, NA,267, NA, NA,137,3100,83, NA, NA,20, NA, NA, NA, NA, NA, NA, NA, NA, NA,90,30,52,6, NA,4, NA, NA, NA, NA, NA,4, NA, NA, NA
8/9/2016,2016,8,9, NA, NA, NA,8, NA,1401, NA,400, NA, NA,32,773,486, NA, NA,36, NA, NA,4, NA, NA, NA, NA, NA, NA,245,24,109, NA, NA,8, NA, NA, NA,4,2, NA,2, NA,2
8/10/2016,2016,8,10, NA, NA,8,22, NA,3669, NA,437, NA, NA,26,1198,307, NA, NA,18, NA, NA, NA, NA, NA, NA, NA, NA, NA,178,64,96, NA, NA,4, NA, NA, NA,2,6, NA, NA, NA,2
8/11/2016,2016,8,11, NA, NA,2,12, NA,2867, NA,332, NA, NA,46,1014,148, NA, NA,10, NA, NA,2, NA, NA, NA, NA, NA, NA,219,30,88, NA, NA,10, NA, NA, NA, NA,4, NA,4, NA, NA
8/12/2016,2016,8,12, NA, NA, NA, NA, NA,1458, NA,607, NA, NA,109,5661,143, NA, NA,36, NA, NA, NA, NA, NA, NA, NA, NA, NA,145,50,340,18, NA, NA, NA, NA, NA,8,4, NA, NA, NA,4
8/15/2016,2016,8,15, NA, NA, NA,4, NA,8146, NA,826, NA, NA,44,1379,44, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,48,8, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
8/16/2016,2016,8,16, NA, NA, NA, NA, NA,7820, NA,886, NA, NA,4,976,20, NA, NA,2, NA, NA, NA, NA, NA, NA, NA, NA, NA,36,22,83, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
8/17/2016,2016,8,17, NA, NA, NA, NA, NA,6141, NA,787, NA, NA,4,585,6, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,44,26, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
8/18/2016,2016,8,18, NA, NA, NA,2, NA,7051, NA,1093, NA, NA,8,506,8, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA,44,4,293, NA, NA, NA, NA, NA, NA,2, NA, NA, NA, NA, NA
8/19/2016,2016,8,19, NA, NA, NA,10, NA,5433, NA,834, NA, NA,32,1022,107, NA, NA,6, NA, NA, NA, NA, NA, NA, NA, NA, NA,96,14, NA,6, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA
8/23/2016,2016,8,23, NA, NA, NA,4, NA,6099, NA,1026, NA, NA,4,423,6, NA, NA,6, NA, NA, NA, NA, NA, NA, NA, NA, NA,54, NA,42, NA, NA,2, NA, NA, NA, NA, NA, NA, NA, NA, NA
8/24/2016,2016,8,24, NA, NA, NA,20, NA,5030, NA,1231, NA, NA,66,826,50, NA, NA,26, NA, NA, NA, NA, NA, NA, NA, NA, NA,150,22,180,4, NA,8, NA, NA, NA, NA,2, NA, NA, NA, NA
8/25/2016,2016,8,25, NA, NA, NA,6, NA,3037, NA,1178, NA, NA,26,558,34, NA, NA,16, NA, NA, NA, NA, NA, NA, NA, NA, NA,89,24,58,4, NA, NA, NA, NA, NA,4,2, NA, NA, NA, NA
8/26/2016,2016,8,26, NA, NA, NA,4, NA,3312, NA,1152, NA, NA,54,828,6, NA, NA,10, NA, NA, NA, NA, NA, NA, NA, NA, NA,374,22,301, NA, NA,8, NA, NA, NA,6,4, NA, NA, NA,14
8/29/2016,2016,8,29, NA, NA, NA, NA, NA,4248, NA,1395, NA, NA,72,407,24, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA,96,8,51,2, NA,6,2, NA, NA,4, NA, NA, NA, NA, NA
8/30/2016,2016,8,30, NA, NA, NA, NA, NA,4621, NA,1427, NA, NA,44,240,60, NA, NA,24, NA, NA, NA, NA, NA, NA, NA, NA, NA,226, NA,267,10, NA, NA,8, NA, NA, NA, NA, NA, NA, NA,4
8/31/2016,2016,8,31, NA, NA, NA, NA, NA,4015, NA,976, NA, NA,194,787,170, NA, NA,32, NA, NA, NA, NA, NA, NA, NA, NA, NA,253,20,125, NA, NA,4, NA, NA, NA, NA,2, NA, NA, NA,6
7/1/2016,2016,7,1, NA, NA,32,64, NA,3122, NA,486, NA, NA,121,3645,283, NA, NA,16, NA, NA,8, NA, NA, NA, NA, NA, NA,328,2,558, NA, NA,4,4, NA, NA,4, NA, NA,2, NA,8
7/5/2016,2016,7,5, NA, NA,85,8, NA,2097, NA,729, NA, NA,44,1263,58, NA, NA,24, NA, NA,2, NA, NA, NA, NA, NA, NA,188,18,30,6, NA,4,2, NA, NA,8,2, NA,8, NA,6
7/6/2016,2016,7,6, NA, NA,16,24, NA,1134, NA,364, NA, NA,32,1215,149, NA, NA,20, NA, NA, NA, NA, NA, NA, NA, NA, NA,218,8,151, NA, NA, NA, NA, NA, NA,14,2, NA,2, NA,8
7/7/2016,2016,7,7, NA, NA,76,12, NA,1110, NA,400, NA, NA,78,1188,66, NA, NA,6, NA, NA,4, NA, NA, NA, NA, NA, NA,60,20,272,30, NA, NA, NA, NA, NA, NA, NA,24,6, NA,6
7/8/2016,2016,7,8, NA, NA,6,10, NA,1116, NA,462, NA, NA,102,1154,84, NA, NA,18, NA, NA, NA, NA, NA, NA, NA, NA, NA,36, NA,30,42, NA, NA, NA, NA, NA, NA, NA, NA,2, NA,15
7/10/2016,2016,7,10, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
7/11/2016,2016,7,11, NA, NA, NA,26, NA,1022, NA,300, NA, NA,88,982,58, NA, NA,10, NA, NA, NA, NA, NA, NA, NA, NA, NA,36,6,114, NA, NA, NA, NA, NA, NA, NA, NA, NA,4, NA,10
7/12/2016,2016,7,12, NA, NA,6,14, NA,864, NA,346, NA, NA,80,690,38, NA, NA,6, NA, NA, NA, NA, NA, NA, NA, NA, NA,56,8,72,12, NA, NA, NA, NA, NA,2, NA,10,4, NA, NA
7/13/2016,2016,7,13, NA, NA,24,8, NA,1560, NA,160, NA, NA,50,972,78, NA, NA,18, NA, NA,8, NA, NA, NA, NA, NA, NA,20,2, NA,50, NA,2, NA, NA, NA, NA, NA,2, NA, NA, NA
7/14/2016,2016,7,14, NA, NA, NA,26, NA,804, NA,262, NA, NA,105,1482,36, NA, NA,10, NA, NA,6, NA, NA, NA, NA, NA, NA,102,14,120,42, NA,4, NA, NA, NA, NA,2, NA,8, NA, NA
7/15/2016,2016,7,15, NA, NA,16,22, NA,1008, NA,416, NA, NA,20,892,50, NA, NA,8, NA, NA, NA, NA, NA, NA, NA, NA, NA,88,2,210,12, NA, NA, NA, NA, NA,4, NA, NA, NA, NA,2
7/18/2016,2016,7,18, NA, NA, NA,56, NA,1938, NA,618, NA, NA,42,1316,106, NA, NA,30, NA, NA,20, NA, NA, NA, NA, NA, NA,202,32,122,58, NA,2, NA, NA, NA, NA, NA,4, NA, NA,6
7/19/2016,2016,7,19, NA, NA,18,40, NA,2230, NA,628, NA, NA,90,1160,108, NA, NA,30, NA, NA,2, NA, NA, NA, NA, NA, NA,210,28,34,56, NA,10, NA, NA, NA, NA, NA,8, NA, NA,2
7/20/2016,2016,7,20, NA, NA,28,16, NA,3560, NA,1212, NA, NA,138,1616,60, NA, NA,20, NA, NA,4, NA, NA, NA, NA, NA, NA,100,4,220,40, NA,2, NA, NA, NA, NA, NA,2, NA, NA, NA
